ブランド,フレーバー,,,,合計,事務所タッパー,,,,,事務所在庫,,,,,,,,事務所物販,,,,,,,事務所合計,高田馬場本店タッパー,,,,,高田馬場本店在庫,,,,,,,,高田馬場本店物販,,,,,,,高田馬場本店合計,中野店タッパー,,,,,中野店在庫,,,,,,,,中野店物販,,,,,,,中野店合計,高田馬場2号店タッパー,,,,,高田馬場2号店在庫,,,,,,,,高田馬場2号店物販,,,,,,,高田馬場2号店合計,,,(A) 前月棚卸し,,,,(B) 前月消費量,,,,(1)入荷: 2/26(木),,,TRUE,(2)移動: 2/26(木),,,TRUE,(3)移動: 2/28(日),,,TRUE,(4)移動: 2/28(日),,,TRUE,(5) (欠番),,,TRUE,(6)移動: 3/1(日),,,TRUE,(7)移動: 3/1(日),,,TRUE,(8)移動: 3/2(月),,,TRUE,(9)移動: 3/2(月),,,TRUE,(10)移動: 3/2(月),,,TRUE,(11)移動: 3/7(土),,,TRUE,(12)移動: 3/14(土),,,TRUE,(13)移動: 3/14(土),,,TRUE,2026-03-16,,,TRUE,2026-03-16,,,TRUE,02/26,,通関ミスの為、そもそもー500g入荷してた。,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,(C) 移動・入荷合計,,,,(D) 移動後の暫定値 (A + C),,,,(E) 今月棚卸し,,,,(F) 今月消費量,,,,(G) 来月予測値 (E - F),,,,,棚卸し完了日,,,,,在庫量確認用,,,アプリ表示
TG NOIR (Tangiers Noir),Cinnamon,✕,Sweet,,184,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,184,,,,184,,,,,,,,0,,,,,,,0,184,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,218,0,0,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,218,0,0,0,184,0,0,0,34,0,0,0,150,0,0,,,,,,,25,218,,TRUE
TG NOIR (Tangiers Noir),Clove,✕,Strong,,496,-,-,-,-,0,,1,,,,,,100,,,,,,,0,100,146,,,,146,,,,,1,,,250,,,,,,,0,396,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,100,435,0,0,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,435,0,0,100,396,0,0,0,39,0,0,100,357,0,0,,,,,,,50,535,,TRUE
TG NOIR (Tangiers Noir),Cocoa,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Coconut,✕,Sweet,,"1,038",-,-,-,-,0,,3,,,2,,,800,,,,,,,0,800,131,,,,131,,1,,,,,,100,,,,,,,0,231,,,,,0,,,,,,,,0,,,,,,,0,0,7,,,,7,,,,,,,,0,,,,,,,0,7,,,800,253,0,13,0,22,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,800,253,0,13,800,231,0,7,0,22,0,6,800,209,0,1,,,,,,,26,"1,066",,TRUE
TG NOIR (Tangiers Noir),Cookie Dough,✕,Sweet,,99,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,99,,,,99,,,,,,,,0,,,,,,,0,99,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,170,0,0,0,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,170,0,0,0,99,0,0,0,71,0,0,0,28,0,0,,,,,,,57,170,,TRUE
TG NOIR (Tangiers Noir),Cool Strawberry,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Cooling,✕,Normal,,"1,546",-,-,-,-,0,,11,,,,,,"1,100",,,,,,,0,"1,100",122,,,,122,,1,,,,,,100,,,,,,,0,222,64,,,,64,,,,,,,,0,,,,,,,0,64,160,,,,160,,,,,,,,0,,,,,,,0,160,,,"1,100",257,112,161,0,17,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,100",257,112,161,"1,100",222,64,160,0,35,48,1,"1,100",187,16,159,,,,,,,27,"1,630",,TRUE
TG NOIR (Tangiers Noir),Dark Cherry,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,54,0,0,0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,0,0,0,0,0,0,0,54,0,0,0,-54,0,0,,,,,,,56,54,,TRUE
TG NOIR (Tangiers Noir),Double Orange,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Eric'S Mango,△,Normal,1,"3,477",-,-,-,-,0,,28,,,,,,"2,800",,,,,,,0,"2,800",42,235,,,277,,4,,,,,,400,,,,,,,0,677,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"2,800",746,0,0,0,119,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"2,800",746,0,0,"2,800",677,0,0,0,69,0,0,"2,800",608,0,0,,,,,,,119,"3,546",,TRUE
TG NOIR (Tangiers Noir),Experimint,✕,Mint,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Extreme Cane Mint,✕,Mint,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Extreme Experimint,,,,244,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,244,,,,244,,,,,,,,0,,,,,,,0,244,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,326,0,0,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,326,0,0,0,244,0,0,0,82,0,0,0,162,0,0,,,,,,,50,326,,TRUE
TG NOIR (Tangiers Noir),Forbidden Fruit,✕,Normal,,429,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,179,,,,179,,,,,1,,,250,,,,,,,0,429,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,455,0,0,0,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,455,0,0,0,429,0,0,0,26,0,0,0,403,0,0,,,,,,,55,455,,TRUE
TG NOIR (Tangiers Noir),Foreplay On The Peach,△,Normal,1,"2,402",-,-,-,-,0,,20,,,,,,"2,000",,,,,,,0,"2,000",97,,,,97,,2,,,,,,200,,,,,,,0,297,19,,,,19,,,,,,,,0,,,,,,,0,19,86,,,,86,,,,,,,,0,,,,,,,0,86,,,"2,100",202,64,105,0,16,56,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,0,0,"2,000",302,64,105,"2,000",297,19,86,0,5,45,19,"2,000",292,-26,67,,,,,,,107,"2,471",,TRUE
TG BIRQUQ (Tangiers Birquq),Foreplay On The Peach (Birquq),✕,Normal,,26,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,26,,,,26,,,,,,,,0,,,,,,,0,26,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,39,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,0,0,0,26,0,0,0,13,0,0,0,13,0,0,,,,,,,3,39,,TRUE
TG NOIR (Tangiers Noir),Ginger Pear,✕,Normal,,369,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,119,,,,119,,,,,1,,,250,,,,,,,0,369,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,250,122,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-250,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-250,250,0,0,0,372,0,0,0,369,0,0,0,3,0,0,0,366,0,0,,,,,,,10,372,,TRUE
TG NOIR (Tangiers Noir),Grapefruit,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Green Apple Stuff,✕,Normal,,87,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,87,,,,87,,,,,,,,0,,,,,,,0,87,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,109,0,0,0,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,109,0,0,0,87,0,0,0,22,0,0,0,65,0,0,,,,,,,37,109,,TRUE
TG NOIR (Tangiers Noir),Green Apple Tea,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Green Tea,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,21,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,-21,0,0,,,,,,,4,21,,TRUE
TG NOIR (Tangiers Noir),Guanabana,✕,Strong,,31,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,31,,,,31,,,,,,,,0,,,,,,,0,31,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,33,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,0,0,0,31,0,0,0,2,0,0,0,29,0,0,,,,,,,0,33,,TRUE
TG NOIR (Tangiers Noir),Hacitraegas,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG F-LINE (Tangiers F-Line),Kashmir (F-Line),✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Kashmir Apple,✕,Strong,,"1,787",-,-,-,-,0,,16,,,,,,"1,600",,,,,,,0,"1,600",187,,,,187,,,,,,,,0,,,,,,,0,187,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"1,600",209,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,600",209,0,0,"1,600",187,0,0,0,22,0,0,"1,600",165,0,0,,,,,,,0,"1,809",,TRUE
TG NOIR (Tangiers Noir),Kashmir Lime,✕,Strong,,"4,301",-,-,-,-,0,,40,,,,,,"4,000",,,,,,,0,"4,000",101,,,,101,,2,,,,,,200,,,,,,,0,301,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"4,000",306,0,0,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"4,000",306,0,0,"4,000",301,0,0,0,5,0,0,"4,000",296,0,0,,,,,,,31,"4,306",,TRUE
TG NOIR (Tangiers Noir),Kashmir Peach,△,Strong,1,190,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,94,,,,94,,,,,,,,0,,,,,,,0,94,96,,,,96,,,,,,,,0,,,,,,,0,96,,,0,0,126,151,0,0,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,126,151,0,0,94,96,0,0,32,55,0,0,62,41,,,,,,,54,277,,TRUE
TG NOIR (Tangiers Noir),Key Lime Pie,✕,Normal,,39,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,39,,,,39,,,,,,,,0,,,,,,,0,39,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,39,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,0,0,0,39,0,0,0,0,0,0,0,39,0,0,,,,,,,0,39,,TRUE
TG NOIR (Tangiers Noir),Kiwi,,,,448,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,198,,,,198,,,,,1,,,250,,,,,,,0,448,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,55,0,0,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,0,0,0,500,0,0,0,448,0,0,0,52,0,0,0,396,0,0,,,,,,,55,500,,TRUE
TG NOIR (Tangiers Noir),Kosmik,✕,Strong,,"2,456",-,-,-,-,0,,20,,,,,,"2,000",,,,,,,0,"2,000",56,,,,56,,4,,,,,,400,,,,,,,0,456,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"2,000",481,0,0,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"2,000",481,0,0,"2,000",456,0,0,0,25,0,0,"2,000",431,0,0,,,,,,,33,"2,481",,TRUE
TG NOIR (Tangiers Noir),Lemon,,,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Lemon Blossom,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Lemon Lime,△,Normal,1,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,10,0,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,,,,,,,20,10,,TRUE
TG NOIR (Tangiers Noir),Lemongrass,✕,Normal,,43,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,43,,,,43,,,,,,,,0,,,,,,,0,43,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,87,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,87,0,0,0,43,0,0,0,44,0,0,0,-1,0,0,,,,,,,6,87,,TRUE
TG NOIR (Tangiers Noir),Lemon Tea,✕,Normal,,"2,531",-,-,-,-,0,,22,,,,,,"2,200",,,,,,,0,"2,200",131,,,,131,,2,,,,,,200,,,,,,,0,331,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"2,400",132,0,0,0,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,200,0,0,"2,200",332,0,0,"2,200",331,0,0,0,1,0,0,"2,200",330,0,0,,,,,,,62,"2,532",,TRUE
TG NOIR (Tangiers Noir),Lime,,,,343,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,93,,,,93,,,,,1,,,250,,,,,,,0,343,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,406,0,0,0,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,406,0,0,0,343,0,0,0,63,0,0,0,280,0,0,,,,,,,35,406,,TRUE
TG NOIR (Tangiers Noir),Liquorice,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Little Purple Stuff,✕,Strong,,81,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,81,,,,81,,,,,,,,0,,,,,,,0,81,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,132,0,0,0,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,132,0,0,0,81,0,0,0,51,0,0,0,30,0,0,,,,,,,59,132,,TRUE
TG NOIR (Tangiers Noir),Mandarin Orange,✕,Normal,,8,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,8,,,,8,,,,,,,,0,,,,,,,0,8,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,67,0,0,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,0,0,0,8,0,0,0,59,0,0,0,-51,0,0,,,,,,,38,67,,TRUE
